"","denom_cia","dt_fim_exerc","cnpj_cia","dt_cotacao","lucro_liquido","pl","ativo_circulante","ativo_nao_circulante","ativo_total","passivo_circulante","passivo_nao_circulante","passivo_total","roe","roi","popl","poat","roa","gaf","pl_alternativo","ebit","ebitda","receitas_financeiras","resultado_financeiro","depreciacao","dt_ini_exerc","cd_cvm","ticker","close","close_dividends","dividends_acc","close_tres_meses","close_dividends_tres_meses","dividends_acc_tres_meses"
"225","CIA PARTICIPACOES ALIANCA DA BAHIA",2016-12-31,"01938783000111",2017-03-31,67268,509987,318327,324316,642643,74608,58048,NA,0.131901401408271,0.104673979176619,0.260116434340483,0.206422539419242,0.0570176598827032,1.26011643434048,NA,81223,62562,25541,21106,-6880,2016-01-01,18708,"PEAB4",14.1812534332275,24.1509394332275,9.969686,13.9950313568115,27.1231693568115,13.128138
"226","CIA PARTICIPACOES ALIANCA DA BAHIA",2017-12-31,"01938783000111",2018-03-29,37147,521688,276709,372638,649347,69455,58204,NA,0.0712053947953566,0.0572067015016624,0.244703730965635,0.196595964869323,0.0593858137482733,1.24470373096563,NA,16869,-273,24249,21556,-7107,2017-01-01,18708,"PEAB3",17.6595230102539,30.7463400102539,13.086817,22.1400985717773,42.1642385717773,20.02414
"227","CIA PARTICIPACOES ALIANCA DA BAHIA",2017-12-31,"01938783000111",2018-03-29,37147,521688,276709,372638,649347,69455,58204,NA,0.0712053947953566,0.0572067015016624,0.244703730965635,0.196595964869323,0.0593858137482733,1.24470373096563,NA,16869,-273,24249,21556,-7107,2017-01-01,18708,"PEAB4",18.2099742889404,31.3381122889404,13.128138,22.1400985717773,42.1642385717773,20.02414
"228","CIA PARTICIPACOES ALIANCA DA BAHIA",2018-12-31,"01938783000111",2019-03-29,35611,525809,290718,373117,663835,83868,54158,NA,0.0677261134746648,0.053644354395294,0.262502163333073,0.207922149329276,0.0531818900781068,1.26250216333307,NA,19715,224,19491,17847,0,2018-01-01,18708,"PEAB3",17.5719699859619,36.9278789859619,19.355909,24.7205047607422,46.8097737607422,22.089269
"229","CIA PARTICIPACOES ALIANCA DA BAHIA",2018-12-31,"01938783000111",2019-03-29,35611,525809,290718,373117,663835,83868,54158,NA,0.0677261134746648,0.053644354395294,0.262502163333073,0.207922149329276,0.0531818900781068,1.26250216333307,NA,19715,224,19491,17847,0,2018-01-01,18708,"PEAB4",22.6672420501709,42.6913820501709,20.02414,24.7205047607422,46.8097737607422,22.089269
"230","CIA PARTICIPACOES ALIANCA DA BAHIA",2019-12-31,"01938783000111",2020-03-31,45695,532367,296868,395495,692363,85120,74876,NA,0.0858336448352358,0.0659986163327619,0.300537035541271,0.231086872059888,0.0706074703587569,1.30053703554127,NA,26980,16275,19016,17270,-8311,2019-01-01,18708,"PEAB4",29.6295070648193,53.9308440648193,24.301337,36.5125122070312,63.5322722070313,27.01976
"231","CIA PARTICIPACOES ALIANCA DA BAHIA",2019-12-31,"01938783000111",2020-03-31,45695,532367,296868,395495,692363,85120,74876,NA,0.0858336448352358,0.0659986163327619,0.300537035541271,0.231086872059888,0.0706074703587569,1.30053703554127,NA,26980,16275,19016,17270,-8311,2019-01-01,18708,"PEAB3",33.4333992004395,56.6776692004395,23.24427,36.5125122070312,63.5322722070313,27.01976
"232","CIA PARTICIPACOES ALIANCA DA BAHIA",2020-12-31,"01938783000111",2021-03-31,464599,564222,558338,327116,885454,268114,53118,NA,0.823432974963755,0.524701452588164,0.569336183275377,0.362787903154766,0.801584272023166,1.56933618327538,NA,220548,213768,11438,5161,-4658,2020-01-01,18708,"PEAB3",50.1719245910645,105.532946591064,55.361022,54.9187660217285,115.317528021729,60.398762
"233","CIA PARTICIPACOES ALIANCA DA BAHIA",2020-12-31,"01938783000111",2021-03-31,-8952,564222,558338,327116,885454,268114,53118,NA,-0.0158660952603762,-0.0101100678296106,0.569336183275377,0.362787903154766,-0.0297643920519869,1.56933618327538,NA,-15600,-18889,10755,17403,-7466,2020-01-01,18708,"PEAB4",61.827693939209,121.457457939209,59.629764,54.9187660217285,115.317528021729,60.398762
"234","CIA PARTICIPACOES ALIANCA DA BAHIA",2021-12-31,"01938783000111",2022-03-31,135400,661783,324133,434230,758363,20210,76370,NA,0.204598788424604,0.178542465811228,0.145939076706413,0.127353259586768,0.222563600808584,1.14593907670641,NA,99983,78222,25071,13552,-3310,2021-01-01,18708,"PEAB3",62.3765487670898,129.03490976709,66.658361,87.128044128418,160.705863128418,73.577819
"235","CIA PARTICIPACOES ALIANCA DA BAHIA",2021-12-31,"01938783000111",2022-03-31,135400,661783,324133,434230,758363,20210,76370,NA,0.204598788424604,0.178542465811228,0.145939076706413,0.127353259586768,0.222563600808584,1.14593907670641,NA,99983,78222,25071,13552,-3310,2021-01-01,18708,"PEAB4",80.4964752197266,152.553317219727,72.056842,87.128044128418,160.705863128418,73.577819
"236","CIA PARTICIPACOES ALIANCA DA BAHIA",2022-12-31,"01938783000111",2023-03-31,40580,686684,260697,553594,814291,17016,110591,NA,0.0590955956451585,0.0498347642304778,0.185830746020003,0.156709333641168,0.0526286057441381,1.18583074602,NA,58099,28420,33900,7053,-4221,2022-01-01,18708,"PEAB3",29.7680835723877,98.2859545723877,68.517871,32.9996528625488,101.517523862549,68.517871
"237","CIA PARTICIPACOES ALIANCA DA BAHIA",2022-12-31,"01938783000111",2023-03-31,40580,686684,260697,553594,814291,17016,110591,NA,0.0590955956451585,0.0498347642304778,0.185830746020003,0.156709333641168,0.0526286057441381,1.18583074602,NA,58099,28420,33900,7053,-4221,2022-01-01,18708,"PEAB4",63.6681900024414,137.770493002441,74.102303,32.9996528625488,101.517523862549,68.517871
"238","PORTO SEGURO S.A.",2011-12-31,"02149205000169",2012-03-30,580167,4703315,12570359,4224461,16794820,10184055,1907450,NA,0.123352784153305,0.034544401190367,2.57084737041852,0.719954426424338,-0.00441255101275274,3.57084737041852,NA,653770,-356019,1159990,870331,-150201,2011-01-01,16659,"PSSA3",5.34418106079102,6.23484606079102,0.890665,4.54202175140381,5.43268675140381,0.890665
"239","PORTO SEGURO S.A.",2012-12-31,"02149205000169",2013-03-28,679998,5069387,14780738,3959217,18739955,11546895,2123673,NA,0.134138111767754,0.0362859996195295,2.6966905466085,0.729487770915138,0.000496852847298726,3.6966905466085,NA,784711,-418061,1325244,945609,-122472,2012-01-01,16659,"PSSA3",7.69691371917725,8.98597971917725,1.289066,6.72364044189453,8.19704144189453,1.473401
"240","PORTO SEGURO S.A.",2013-12-31,"02149205000169",2014-03-31,1397311,5893508,15755470,4653845,20409315,13977644,538163,NA,0.237093255833368,0.0684643752129849,2.46301642417385,0.711234404486383,0.0621399591314064,3.46301642417385,NA,351029,-258724,740905,958132,-131152,2013-01-01,16659,"PSSA3",9.62591743469238,12.2568684346924,2.630951,9.89490127563477,12.5258522756348,2.630951
"241","PORTO SEGURO S.A.",2014-12-31,"02149205000169",2015-03-31,876188,5999448,15738105,6682304,22420409,15836279,584682,NA,0.146044769452123,0.0390799293625732,2.73707864456863,0.732411304361129,0.0190305627341589,3.73707864456863,NA,804442,-325920,1290499,905880,-160137,2014-01-01,16659,"PSSA3",11.3129682540894,14.6771362540894,3.364168,12.9829778671265,16.3471458671265,3.364168
"242","PORTO SEGURO S.A.",2015-12-31,"02149205000169",2016-03-31,998342,6460794,17920029,5255378,23175407,13601800,3112813,NA,0.154523112793876,0.0430776469211522,2.58708341420575,0.721221983285989,0.014781013338838,3.58708341420575,NA,1153974,-289038,1638996,1069575,-195984,2015-01-01,16659,"PSSA3",9.1279239654541,13.1158159654541,3.987892,8.77241802215576,12.7603100221558,3.987892
"243","PORTO SEGURO S.A.",2016-12-31,"02149205000169",2017-03-31,911346,7000799,19135427,6221280,25356707,14305435,4050473,NA,0.130177426890845,0.0359410234144363,2.62197329190568,0.723907406430969,0.00471299368644359,3.62197329190568,NA,1288157,-526347,2021983,1218506,-207479,2016-01-01,16659,"PSSA3",9.72708320617676,14.3082302061768,4.581147,10.5658044815063,15.5237144815063,4.95791
"244","PORTO SEGURO S.A.",2017-12-31,"02149205000169",2018-03-29,1098238,7716099,21563767,7120190,28683957,15325066,5642792,NA,0.142330729556477,0.0382875347358804,2.71741692272222,0.730996005885799,0.0140128504585333,3.71741692272222,NA,1382267,-240555,1849219,1130742,-226397,2017-01-01,16659,"PSSA3",17.3948535919189,22.7273155919189,5.332462,15.0648508071899,21.5669228071899,6.502072
"245","PORTO SEGURO S.A.",2018-12-31,"02149205000169",2019-03-29,1309377,7643721,21952361,8608597,30560958,16798875,6118362,NA,0.17130099332511,0.0428447629161363,2.99817811246643,0.749886080141859,0.0405796179556937,3.99817811246643,NA,1027039,-220352,1500291,925927,-252900,2018-01-01,16659,"PSSA3",21.3959445953369,29.2110275953369,7.815083,21.0514430999756,29.6086530999756,8.55721
"246","PORTO SEGURO S.A.",2019-12-31,"02149205000169",2020-03-31,1379109,8269784,22783780,9927519,32711299,18000704,6440811,NA,0.166764815139065,0.0421600193865734,2.95552036183775,0.747188761901507,0.0302022246196949,3.95552036183775,NA,1379326,-70581,1687266,1039102,-237359,2019-01-01,16659,"PSSA3",18.5704612731934,27.4462142731934,8.875753,22.1176586151123,31.7837926151123,9.666134
"247","PORTO SEGURO S.A.",2020-12-31,"02149205000169",2021-03-31,1688216,8967130,25135042,11595160,36730202,20806607,6956465,NA,0.188267149020924,0.0459626113681596,3.09609339889128,0.755864941880799,0.0458520756297501,4.09609339889128,NA,1749976,78018,1899844,921072,-227886,2020-01-01,16659,"PSSA3",20.3266334533691,30.2725774533691,9.945944,24.3049335479736,35.0724995479736,10.767566
"248","PORTO SEGURO S.A.",2021-12-31,"02149205000169",2022-03-31,1544263,9364728,27311577,14317661,41629238,24959484,7305026,NA,0.164902066562958,0.0370956345633807,3.44532270451422,0.775044453131715,0.0299558689976502,4.44532270451421,NA,2462856,1074397,1558792,468711,-170333,2021-01-01,16659,"PSSA3",19.4148788452148,30.8055008452148,11.390622,16.8921508789062,28.6931028789063,11.800952
"249","PORTO SEGURO S.A.",2022-12-31,"02149205000169",2023-03-31,1152290,10641057,32647490,17843431,50490921,30083227,9766637,NA,0.108287174854904,0.0228217267021134,3.74491594209109,0.789248110566254,0.0140123607568973,4.74491594209109,NA,2289630,672708,1901173,604313,-284251,2022-01-01,16659,"PSSA3",22.7858543395996,35.2978813395996,12.512027,28.3286323547363,41.4300683547363,13.101436
"250","DEXXOS PARTICIPAÇÕES S.A.",2011-12-31,"02193750000152",2012-03-30,-58412,208179,241475,523894,765369,286405,270785,NA,-0.280585457707069,-0.0763187429854097,2.67649474730881,0.728001787373149,-0.00849786181567322,3.67649474730881,NA,51584,70234,11410,-75247,-30060,2011-01-01,16632,"DEXP3",1.0665340423584,1.0665340423584,0,1.0665340423584,1.0665340423584,0
"251","DEXXOS PARTICIPAÇÕES S.A.",2012-12-31,"02193750000152",2013-03-28,-45197,163127,189064,513337,702401,285787,253487,NA,-0.277066334818883,-0.0643464345865111,3.30585372133368,0.767758018567741,-0.023599055240525,4.30585372133368,NA,39521,52411,12723,-54129,-25613,2012-01-01,16632,"DEXP3",0.374727547168732,0.374727547168732,0,0.288251996040344,0.288251996040344,0
"252","DEXXOS PARTICIPAÇÕES S.A.",2013-12-31,"02193750000152",2014-03-31,12997,52757,289269,406687,695956,319670,323529,NA,0.246355933809731,0.0186750311801321,12.1917281119093,0.924194920368529,0.186247406445235,13.1917281119093,NA,45727,59616,8455,-70449,-22344,2013-01-01,16632,"DEXP3",1.2106602191925,1.2106602191925,0,1.00888311862946,1.00888311862946,0
"253","DEXXOS PARTICIPAÇÕES S.A.",2014-12-31,"02193750000152",2015-03-31,-26016,22836,289442,399700,689142,321625,344681,NA,-1.13925380977404,-0.0377512907354362,29.1778770362585,0.966863142864606,0.0167976991679509,30.1778770362585,NA,32201,21666,18669,-38570,-8134,2014-01-01,16632,"DEXP3",1.12418413162231,1.12418413162231,0,1.00888311862946,1.00888311862946,0
"254","DEXXOS PARTICIPAÇÕES S.A.",2015-12-31,"02193750000152",2016-03-31,-56113,-33283,308740,401942,710682,406299,337666,NA,1.68593576300213,-0.0789565515941026,-22.3527025808972,1.04683247922418,0.00841304549714218,-21.3527025808972,NA,29818,16030,22003,-63010,-8215,2015-01-01,16632,"DEXP3",0.461203783750534,0.461203783750534,0,0.567038714885712,0.567038714885712,0
"255","DEXXOS PARTICIPAÇÕES S.A.",2016-12-31,"02193750000152",2017-03-31,57957,13188,326023,400889,726912,256234,457490,NA,4.39467697907188,0.0797304212889593,54.1191992720655,0.981857501320655,0.147254413188942,55.1191992720655,NA,129246,116511,22307,-49033,-9572,2016-01-01,16632,"DEXP3",0.818898260593414,0.818898260593414,0,0.576016426086426,0.576016426086426,0
"256","DEXXOS PARTICIPAÇÕES S.A.",2017-12-31,"02193750000152",2018-03-29,114455,182770,185617,624076,809693,143687,483236,NA,0.626224216228046,0.141356044821926,3.43011982272802,0.774272471171172,0.132122915722379,4.43011982272802,NA,200672,198986,13581,-32580,-11895,2017-01-01,16632,"DEXP3",0.628467440605164,0.628467440605164,0,0.567510783672333,0.567510783672333,0
"257","DEXXOS PARTICIPAÇÕES S.A.",2018-12-31,"02193750000152",2019-03-29,7557,187645,261122,592727,853849,189155,477049,NA,0.0402728556582909,0.00885051103883708,3.55034240187588,0.780236318131192,0.0589307945550091,4.55034240187588,NA,30248,40632,6490,-29481,-16874,2018-01-01,16632,"DEXP3",0.606731414794922,0.606731414794922,0,0.59799998998642,0.61097298998642,0.012973
"258","DEXXOS PARTICIPAÇÕES S.A.",2019-12-31,"02193750000152",2020-03-31,22089,200719,268747,545482,814229,221865,391645,NA,0.110049372505842,0.0271287315976218,3.05656166082932,0.753485812959253,0.0610282856542815,4.05656166082932,NA,68229,78979,8400,-32671,-19150,2019-01-01,16632,"DEXP3",1.00867462158203,1.02164762158203,0.012973,2.00661444664001,2.32630744664001,0.319693
"259","DEXXOS PARTICIPAÇÕES S.A.",2020-12-31,"02193750000152",2021-03-31,143887,316175,349138,496729,845867,218628,311064,NA,0.455086581798055,0.170105938640472,1.67531272238476,0.626211922205264,0.208092998071801,2.67531272238476,NA,121715,146221,0,-4980,-24506,2020-01-01,16632,"DEXP3",6.42416858673096,6.76430958673096,0.340141,13.9307012557983,14.5512052557983,0.620504
"260","DEXXOS PARTICIPAÇÕES S.A.",2020-12-31,"02193750000152",2021-03-31,143887,316175,349138,496729,845867,218628,311064,NA,0.455086581798055,0.170105938640472,1.67531272238476,0.626211922205264,0.208092998071801,2.67531272238476,NA,121715,146221,0,-4980,-24506,2020-01-01,16632,"DEXP4",7.86737585067749,7.86737585067749,0,13.9307012557983,14.5512052557983,0.620504
"261","DEXXOS PARTICIPAÇÕES S.A.",2021-12-31,"02193750000152",2022-03-31,229685,529733,851191,444333,1295524,429242,336549,NA,0.433586353880162,0.177291196457958,1.445616942875,0.591105220744656,0.196116011745054,2.445616942875,NA,243161,267945,0,-18932,-24784,2021-01-01,16632,"DEXP3",8.13985157012939,8.76035557012939,0.620504,7.15940189361572,7.86306089361572,0.703659
"262","DEXXOS PARTICIPAÇÕES S.A.",2021-12-31,"02193750000152",2022-03-31,229685,529733,851191,444333,1295524,429242,336549,NA,0.433586353880162,0.177291196457958,1.445616942875,0.591105220744656,0.196116011745054,2.445616942875,NA,243161,267945,0,-18932,-24784,2021-01-01,16632,"DEXP4",7.10060358047485,7.39860058047485,0.297997,7.15940189361572,7.86306089361572,0.703659
"263","DEXXOS PARTICIPAÇÕES S.A.",2022-12-31,"02193750000152",2023-03-31,179915,688017,778648,529100,1307748,286233,333498,NA,0.261497899034472,0.137576199695966,0.900749545432744,0.473891758962736,0.213727721242931,1.90074954543274,NA,251660,218269,59104,-56114,-25713,2022-01-01,16632,"DEXP4",6.61552476882935,7.31918376882935,0.703659,8.85999965667725,9.65472065667725,0.794721
"264","DEXXOS PARTICIPAÇÕES S.A.",2022-12-31,"02193750000152",2023-03-31,179915,688017,778648,529100,1307748,286233,333498,NA,0.261497899034472,0.137576199695966,0.900749545432744,0.473891758962736,0.213727721242931,1.90074954543274,NA,251660,218269,59104,-56114,-25713,2022-01-01,16632,"DEXP3",7.40880250930786,8.41411850930786,1.005316,8.85999965667725,9.65472065667725,0.794721
"265","UNIFIQUE TELECOMUNICAÇÕES S.A.",2021-12-31,"02255187000108",2022-03-31,80539,959014,820097,797520,1617617,290576,368027,NA,0.0839810472005623,0.0497886706185704,0.686750141290951,0.40714396547514,0.0801598895164925,1.68675014129095,NA,87095,157812,25185,-15250,-95902,2021-01-01,26050,"FIQE3",5.62551403045654,5.79309503045654,0.167581,3.10934019088745,3.27692119088745,0.167581
"266","UNIFIQUE TELECOMUNICAÇÕES S.A.",2022-12-31,"02255187000108",2023-03-31,130208,997274,705427,1213985,1919412,381770,540368,NA,0.130563917238392,0.0678374418832434,0.924658619396475,0.480427339205965,0.0946951462218638,1.92465861939647,NA,181244,261778,82543,-10022,-163077,2022-01-01,26050,"FIQE3",3.28873014450073,3.54031614450073,0.251586,4.05446434020996,4.30605034020996,0.251586
"267","EMAE - EMPRESA METROP.AGUAS ENERGIA S.A.",2011-12-31,"02302101000142",2012-03-30,-40815,771885,169472,962670,1132142,139687,220570,NA,-0.0528770477467498,-0.0360511313951783,0.466723669976745,0.318208316624593,-0.115713399909199,1.46672366997675,NA,-59254,-143325,112758,110693,-28687,2011-01-01,16993,"EMAE4",5.08739328384399,5.20687128384399,0.119478,5.62641191482544,5.74588991482544,0.119478
"268","EMAE - EMPRESA METROP.AGUAS ENERGIA S.A.",2012-12-31,"02302101000142",2013-03-28,-68632,646632,215488,851707,1067195,75244,345319,NA,-0.106137648616214,-0.0643106461330872,0.650390020908337,0.394082618453047,-0.120428787616134,1.65039002090834,NA,-79595,-129499,74312,72582,-24408,2012-01-01,16993,"EMAE4",4.63316059112549,4.75263859112549,0.119478,3.63385200500488,3.75333000500488,0.119478
"269","EMAE - EMPRESA METROP.AGUAS ENERGIA S.A.",2013-12-31,"02302101000142",2014-03-31,62364,764339,266015,886157,1152172,92885,294948,NA,0.0815920684408358,0.0541273351548206,0.507409670316443,0.33661033248508,0.00332068475887281,1.50740967031644,NA,42705,-36893,80773,79114,-1175,2013-01-01,16993,"EMAE4",3.24018359184265,3.35966159184265,0.119478,3.52895641326904,3.80828441326904,0.279328
"270","EMAE - EMPRESA METROP.AGUAS ENERGIA S.A.",2014-12-31,"02302101000142",2015-03-31,-27163,680554,197903,896316,1094219,81430,332235,NA,-0.0399130708217129,-0.0248240982837988,0.607835675052972,0.378045893920687,-0.080134781063023,1.60783567505297,NA,-35462,-106095,72731,70776,-2098,2014-01-01,16993,"EMAE4",2.10990524291992,2.38923324291992,0.279328,2.86299777030945,3.14232577030945,0.279328
"271","EMAE - EMPRESA METROP.AGUAS ENERGIA S.A.",2015-12-31,"02302101000142",2016-03-31,59790,760707,183716,914539,1098255,70240,267308,NA,0.0785979358675548,0.0544409085321715,0.443729320224475,0.307349386071541,-0.0190620575367287,1.44372932022448,NA,63736,-31680,97279,87029,-1863,2015-01-01,16993,"EMAE4",2.74474406242371,3.02407206242371,0.279328,3.29529023170471,3.67652823170471,0.381238
"272","EMAE - EMPRESA METROP.AGUAS ENERGIA S.A.",2016-12-31,"02302101000142",2017-03-31,54980,722939,222288,903474,1125762,94413,308410,NA,0.0760506764747786,0.0488380314844523,0.557201921600578,0.357822523766125,-0.000346432016714012,1.55720192160058,NA,42256,-40538,87658,77876,-4864,2016-01-01,16993,"EMAE4",5.94295167922974,6.32418967922974,0.381238,6.29012060165405,7.11850360165405,0.828383
"273","EMAE - EMPRESA METROP.AGUAS ENERGIA S.A.",2017-12-31,"02302101000142",2018-03-29,119146,819875,273816,971209,1245025,96414,328736,NA,0.14532215276719,0.0956976767534788,0.518554657722214,0.341479086765326,0.0887660890343567,1.51855465772221,NA,91026,41292,54606,45678,-4872,2017-01-01,16993,"EMAE4",7.52948665618896,8.35786965618897,0.828383,7.9181113243103,9.6810443243103,1.762933
"274","EMAE - EMPRESA METROP.AGUAS ENERGIA S.A.",2018-12-31,"02302101000142",2019-03-29,101517,868855,417979,920633,1338612,137179,332578,NA,0.116839979052891,0.0758375093006786,0.540662135799414,0.350928424367927,0.000968914069200037,1.54066213579941,NA,131379,42672,94076,82217,-5369,2018-01-01,16993,"EMAE4",17.3558826446533,19.6936216446533,2.337739,16.5340938568115,19.1270328568115,2.592939
"275","EMAE - EMPRESA METROP.AGUAS ENERGIA S.A.",2019-12-31,"02302101000142",2020-03-31,92636,990225,601235,899100,1500335,124657,385453,NA,0.0935504557045116,0.061743543941853,0.515145547729052,0.339997400580537,0.0232348108922341,1.51514554772905,NA,69084,-21703,96548,88938,-5761,2019-01-01,16993,"EMAE4",20.4234199523926,23.4129859523926,2.989566,14.8385286331177,15.7841886331177,0.94566
"276","EMAE - EMPRESA METROP.AGUAS ENERGIA S.A.",2019-12-31,"02302101000142",2020-03-31,92636,990225,601235,899100,1500335,124657,385453,NA,0.0935504557045116,0.061743543941853,0.515145547729052,0.339997400580537,0.0232348108922341,1.51514554772905,NA,69084,-21703,96548,88938,-5761,2019-01-01,16993,"EMAE3",14.637092590332,15.229662590332,0.59257,14.8385286331177,15.7841886331177,0.94566
"277","EMAE - EMPRESA METROP.AGUAS ENERGIA S.A.",2020-12-31,"02302101000142",2021-03-31,198485,718513,741827,969590,1711417,433571,559333,NA,0.276244131978127,0.115976994502217,1.38188731449535,0.580164857542025,0.0836231029608798,2.38188731449535,NA,131386,3991,133394,127932,-5999,2020-01-01,16993,"EMAE3",19.6897468566895,27.2526828566895,7.562936,20.6273498535156,29.3851728535156,8.757823
"278","EMAE - EMPRESA METROP.AGUAS ENERGIA S.A.",2020-12-31,"02302101000142",2021-03-31,198485,718513,741827,969590,1711417,433571,559333,NA,0.276244131978127,0.115976994502217,1.38188731449535,0.580164857542025,0.0836231029608798,2.38188731449535,NA,131386,3992,133394,127932,-6000,2020-01-01,16993,"EMAE4",50.6894226074219,61.3463916074219,10.656969,20.6273498535156,29.3851728535156,8.757823
"279","EMAE - EMPRESA METROP.AGUAS ENERGIA S.A.",2021-12-31,"02302101000142",2022-03-31,149918,737734,524213,1108384,1632597,129178,765685,NA,0.203214166623742,0.0918279281414826,1.21298869240133,0.548122408653207,0.034381418071943,2.21298869240133,NA,112216,-18547,136509,133999,-5746,2021-01-01,16993,"EMAE4",35.5372924804688,48.0534244804687,12.516132,31.5861530303955,45.3039670303955,13.717814
"280","EMAE - EMPRESA METROP.AGUAS ENERGIA S.A.",2021-12-31,"02302101000142",2022-03-31,149918,737734,524213,1108384,1632597,129178,765685,NA,0.203214166623742,0.0918279281414826,1.21298869240133,0.548122408653207,0.034381418071943,2.21298869240133,NA,112216,-18547,136509,133999,-5746,2021-01-01,16993,"EMAE3",21.0277442932129,30.2808282932129,9.253084,31.5861530303955,45.3039670303955,13.717814
"281","EMAE - EMPRESA METROP.AGUAS ENERGIA S.A.",2022-12-31,"02302101000142",2023-03-31,68015,1124182,890441,1100244,1990685,106749,759754,NA,0.0605017692864678,0.034166631084275,0.770785335470591,0.435278811062524,-0.0151837181673645,1.77078533547059,NA,58610,-44745,109178,108412,-5823,2022-01-01,16993,"EMAE4",37.0793991088867,50.7972131088867,13.717814,24.8273105621338,38.3167885621338,13.489478
"282","EMAE - EMPRESA METROP.AGUAS ENERGIA S.A.",2022-12-31,"02302101000142",2023-03-31,68015,1124182,890441,1100244,1990685,106749,759754,NA,0.0605017692864678,0.034166631084275,0.770785335470591,0.435278811062524,-0.0151837181673645,1.77078533547059,NA,58610,-44745,109178,108412,-5823,2022-01-01,16993,"EMAE3",21.9367771148682,32.2823001148682,10.345523,24.8273105621338,38.3167885621338,13.489478
"283","TEGMA GESTAO LOGISTICA S.A.",2011-12-31,"02351144000118",2012-03-30,99070,398088,432484,520646,953130,180436,374606,NA,0.248864572657302,0.103941749813771,1.39426960872973,0.58233609266312,0.187018559902637,2.39426960872973,NA,139745,105504,57882,-30988,-23641,2011-01-01,20800,"TGMA3",19.7861309051514,21.2575959051514,1.471465,19.7670383453369,21.6934783453369,1.92644
"284","TEGMA GESTAO LOGISTICA S.A.",2012-12-31,"02351144000118",2013-03-28,80476,415175,570127,525401,1095528,437206,243147,NA,0.193836334075992,0.0734586427731651,1.63871379538749,0.621027486289716,0.140693802440467,2.63871379538749,NA,153780,105616,80326,-33318,-32162,2012-01-01,20800,"TGMA3",21.2601547241211,23.4595797241211,2.199425,16.5629539489746,19.2173539489746,2.6544
"285","TEGMA GESTAO LOGISTICA S.A.",2013-12-31,"02351144000118",2014-03-31,39476,401598,609946,590537,1200483,266364,532521,NA,0.0982973022774018,0.0328834310856547,1.98926538478777,0.665469648466492,0.0923345020295998,2.98926538478777,NA,112646,82208,59492,-18330,-29054,2013-01-01,20800,"TGMA3",13.1150064468384,16.1333854468384,3.018379,14.3067464828491,17.5826714828491,3.275925
"286","TEGMA GESTAO LOGISTICA S.A.",2014-12-31,"02351144000118",2015-03-31,75807,362172,621340,433036,1054376,174059,518145,NA,0.209312150028163,0.0718975014605795,1.91125763449411,0.656505838524397,0.127702072126073,2.91125763449411,NA,141303,121786,46647,-38844,-27130,2014-01-01,20800,"TGMA3",10.1623878479004,13.4383128479004,3.275925,7.66183948516846,10.9377644851685,3.275925
"287","TEGMA GESTAO LOGISTICA S.A.",2015-12-31,"02351144000118",2016-03-31,9930,365363,449610,459694,909304,209648,334293,NA,0.0271784499251429,0.0109204402488057,1.48876870400123,0.598194883119397,0.0485327239295109,2.48876870400123,NA,77431,69555,35792,-32955,-27916,2015-01-01,20800,"TGMA3",3.17988514900208,6.53163914900207,3.351754,4.38117647171021,7.7329304717102,3.351754
"288","TEGMA GESTAO LOGISTICA S.A.",2016-12-31,"02351144000118",2017-03-31,13826,375077,375977,452145,828122,250848,202197,NA,0.0368617643843797,0.0166956076520126,1.20787198361936,0.54707518940446,0.0684391913268818,2.20787198361936,NA,63210,60830,32480,-29877,-30100,2016-01-01,20800,"TGMA3",8.16170692443848,11.5134609244385,3.351754,9.84323215484619,13.3163131548462,3.473081
"289","TEGMA GESTAO LOGISTICA S.A.",2017-12-31,"02351144000118",2018-03-29,103763,448806,374680,463171,837851,193112,195933,NA,0.231197889511281,0.123844215737643,0.866844471776224,0.464336737677702,0.129747413322894,1.86684447177622,NA,121845,109393,40596,8784,-28144,2017-01-01,20800,"TGMA3",17.6393508911133,21.3940868911133,3.754736,11.4398174285889,15.7838334285889,4.344016
"290","TEGMA GESTAO LOGISTICA S.A.",2018-12-31,"02351144000118",2019-03-29,108249,484372,337511,471922,809433,170642,154419,NA,0.223483190605568,0.133734354789093,0.671097833896262,0.401590990236375,0.189535143736418,1.67109783389626,NA,106038,110612,24716,-9120,-29290,2018-01-01,20800,"TGMA3",20.1908340454102,25.0905830454102,4.899749,23.3570499420166,29.1153549420166,5.758305
"291","TEGMA GESTAO LOGISTICA S.A.",2019-12-31,"02351144000118",2020-03-31,193972,575079,449072,536349,985421,268715,141627,NA,0.337296267121561,0.196841755960143,0.713540226647122,0.416412883427489,0.246190207028265,1.71354022664712,NA,146479,125759,46530,22697,-25810,2019-01-01,20800,"TGMA3",17.0026187896729,23.9023577896729,6.899739,20.2157745361328,27.1155135361328,6.899739
"292","TEGMA GESTAO LOGISTICA S.A.",2020-12-31,"02351144000118",2021-03-31,73509,625639,517707,509225,1026932,205845,195448,NA,0.117494273854411,0.0715811757740532,0.641413019329038,0.390768814293449,0.103423595720067,1.64141301932904,NA,83205,82548,24082,-9157,-23425,2020-01-01,20800,"TGMA3",15.6881828308105,22.9281078308105,7.239925,19.3497734069824,26.7798944069824,7.430121
