Date,Close,CloseDividends,dividendsAcc,ticker
2010-01-04 00:00:00-02:00,70045.0,70045.0,0.0,^BVSP
2010-01-05 00:00:00-02:00,70240.0,70240.0,0.0,^BVSP
2010-01-06 00:00:00-02:00,70729.0,70729.0,0.0,^BVSP
2010-01-07 00:00:00-02:00,70451.0,70451.0,0.0,^BVSP
2010-01-08 00:00:00-02:00,70263.0,70263.0,0.0,^BVSP
2010-01-11 00:00:00-02:00,70433.0,70433.0,0.0,^BVSP
2010-01-12 00:00:00-02:00,70076.0,70076.0,0.0,^BVSP
2010-01-13 00:00:00-02:00,70385.0,70385.0,0.0,^BVSP
2010-01-14 00:00:00-02:00,69801.0,69801.0,0.0,^BVSP
2010-01-15 00:00:00-02:00,68978.0,68978.0,0.0,^BVSP
2010-01-18 00:00:00-02:00,69401.0,69401.0,0.0,^BVSP
2010-01-19 00:00:00-02:00,69909.0,69909.0,0.0,^BVSP
2010-01-20 00:00:00-02:00,68200.0,68200.0,0.0,^BVSP
2010-01-21 00:00:00-02:00,66270.0,66270.0,0.0,^BVSP
2010-01-22 00:00:00-02:00,66220.0,66220.0,0.0,^BVSP
2010-01-26 00:00:00-02:00,65524.0,65524.0,0.0,^BVSP
2010-01-27 00:00:00-02:00,65070.0,65070.0,0.0,^BVSP
2010-01-28 00:00:00-02:00,65588.0,65588.0,0.0,^BVSP
2010-01-29 00:00:00-02:00,65402.0,65402.0,0.0,^BVSP
2010-02-01 00:00:00-02:00,66572.0,66572.0,0.0,^BVSP
2010-02-02 00:00:00-02:00,67163.0,67163.0,0.0,^BVSP
2010-02-03 00:00:00-02:00,67109.0,67109.0,0.0,^BVSP
2010-02-04 00:00:00-02:00,63934.0,63934.0,0.0,^BVSP
2010-02-05 00:00:00-02:00,62763.0,62763.0,0.0,^BVSP
2010-02-08 00:00:00-02:00,63153.0,63153.0,0.0,^BVSP
2010-02-09 00:00:00-02:00,64718.0,64718.0,0.0,^BVSP
2010-02-10 00:00:00-02:00,65051.0,65051.0,0.0,^BVSP
2010-02-11 00:00:00-02:00,66129.0,66129.0,0.0,^BVSP
2010-02-12 00:00:00-02:00,65855.0,65855.0,0.0,^BVSP
2010-02-17 00:00:00-02:00,67285.0,67285.0,0.0,^BVSP
2010-02-18 00:00:00-02:00,67836.0,67836.0,0.0,^BVSP
2010-02-19 00:00:00-02:00,67597.0,67597.0,0.0,^BVSP
2010-02-22 00:00:00-03:00,67184.0,67184.0,0.0,^BVSP
2010-02-23 00:00:00-03:00,66108.0,66108.0,0.0,^BVSP
2010-02-24 00:00:00-03:00,65795.0,65795.0,0.0,^BVSP
2010-02-25 00:00:00-03:00,66121.0,66121.0,0.0,^BVSP
2010-02-26 00:00:00-03:00,66503.0,66503.0,0.0,^BVSP
2010-03-01 00:00:00-03:00,67228.0,67228.0,0.0,^BVSP
2010-03-02 00:00:00-03:00,67779.0,67779.0,0.0,^BVSP
2010-03-03 00:00:00-03:00,67641.0,67641.0,0.0,^BVSP
2010-03-04 00:00:00-03:00,67815.0,67815.0,0.0,^BVSP
2010-03-05 00:00:00-03:00,68847.0,68847.0,0.0,^BVSP
2010-03-08 00:00:00-03:00,68575.0,68575.0,0.0,^BVSP
2010-03-09 00:00:00-03:00,69576.0,69576.0,0.0,^BVSP
2010-03-10 00:00:00-03:00,69979.0,69979.0,0.0,^BVSP
2010-03-11 00:00:00-03:00,69885.0,69885.0,0.0,^BVSP
2010-03-12 00:00:00-03:00,69341.0,69341.0,0.0,^BVSP
2010-03-15 00:00:00-03:00,69024.0,69024.0,0.0,^BVSP
2010-03-16 00:00:00-03:00,69942.0,69942.0,0.0,^BVSP
2010-03-17 00:00:00-03:00,69723.0,69723.0,0.0,^BVSP
2010-03-18 00:00:00-03:00,69697.0,69697.0,0.0,^BVSP
2010-03-19 00:00:00-03:00,68829.0,68829.0,0.0,^BVSP
2010-03-22 00:00:00-03:00,69042.0,69042.0,0.0,^BVSP
2010-03-23 00:00:00-03:00,69387.0,69387.0,0.0,^BVSP
2010-03-24 00:00:00-03:00,68913.0,68913.0,0.0,^BVSP
2010-03-25 00:00:00-03:00,68442.0,68442.0,0.0,^BVSP
2010-03-26 00:00:00-03:00,68683.0,68683.0,0.0,^BVSP
2010-03-29 00:00:00-03:00,69939.0,69939.0,0.0,^BVSP
2010-03-30 00:00:00-03:00,69960.0,69960.0,0.0,^BVSP
2010-03-31 00:00:00-03:00,70372.0,70372.0,0.0,^BVSP
2010-04-01 00:00:00-03:00,71136.0,71136.0,0.0,^BVSP
2010-04-05 00:00:00-03:00,71290.0,71290.0,0.0,^BVSP
2010-04-06 00:00:00-03:00,71096.0,71096.0,0.0,^BVSP
2010-04-07 00:00:00-03:00,70793.0,70793.0,0.0,^BVSP
2010-04-08 00:00:00-03:00,71785.0,71785.0,0.0,^BVSP
2010-04-09 00:00:00-03:00,71417.0,71417.0,0.0,^BVSP
2010-04-12 00:00:00-03:00,70614.0,70614.0,0.0,^BVSP
2010-04-13 00:00:00-03:00,70792.0,70792.0,0.0,^BVSP
2010-04-14 00:00:00-03:00,71035.0,71035.0,0.0,^BVSP
2010-04-15 00:00:00-03:00,70524.0,70524.0,0.0,^BVSP
2010-04-16 00:00:00-03:00,69421.0,69421.0,0.0,^BVSP
2010-04-19 00:00:00-03:00,69098.0,69098.0,0.0,^BVSP
2010-04-20 00:00:00-03:00,69318.0,69318.0,0.0,^BVSP
2010-04-22 00:00:00-03:00,69386.0,69386.0,0.0,^BVSP
2010-04-23 00:00:00-03:00,69509.0,69509.0,0.0,^BVSP
2010-04-26 00:00:00-03:00,68872.0,68872.0,0.0,^BVSP
2010-04-27 00:00:00-03:00,66511.0,66511.0,0.0,^BVSP
2010-04-28 00:00:00-03:00,66656.0,66656.0,0.0,^BVSP
2010-04-29 00:00:00-03:00,67978.0,67978.0,0.0,^BVSP
2010-04-30 00:00:00-03:00,67530.0,67530.0,0.0,^BVSP
2010-05-03 00:00:00-03:00,67119.0,67119.0,0.0,^BVSP
2010-05-04 00:00:00-03:00,64869.0,64869.0,0.0,^BVSP
2010-05-05 00:00:00-03:00,64914.0,64914.0,0.0,^BVSP
2010-05-06 00:00:00-03:00,63414.0,63414.0,0.0,^BVSP
2010-05-07 00:00:00-03:00,62871.0,62871.0,0.0,^BVSP
2010-05-10 00:00:00-03:00,65453.0,65453.0,0.0,^BVSP
2010-05-11 00:00:00-03:00,64425.0,64425.0,0.0,^BVSP
2010-05-12 00:00:00-03:00,65224.0,65224.0,0.0,^BVSP
2010-05-13 00:00:00-03:00,64788.0,64788.0,0.0,^BVSP
2010-05-14 00:00:00-03:00,63412.0,63412.0,0.0,^BVSP
2010-05-17 00:00:00-03:00,62866.0,62866.0,0.0,^BVSP
2010-05-18 00:00:00-03:00,60841.0,60841.0,0.0,^BVSP
2010-05-19 00:00:00-03:00,59689.0,59689.0,0.0,^BVSP
2010-05-20 00:00:00-03:00,58192.0,58192.0,0.0,^BVSP
2010-05-21 00:00:00-03:00,60259.0,60259.0,0.0,^BVSP
